id,house_area,house_age,bedroom,garden_area,sale_price,parking,furnished
1269,14100,4,4,1763,208,Yes,Yes
1270,11344,14,3,2175,225,Yes,Yes
1271,23595,9,0,0,306,Yes,Yes
1272,9156,12,3,1355,203,Yes,Yes
1273,13526,12,3,2488,271,Yes,Yes
1274,11512,2,2,3591,179,Yes,Yes
1275,5362,3,3,743,133,Yes,Yes
1276,11345,16,4,1559,219,Yes,Yes
1277,12936,11,3,2353,261,Yes,Yes
1278,17871,10,3,3236,220,Yes,Yes
1279,9473,3,3,1571,190,Yes,Yes
1280,7500,16,2,2003,137,Yes,Yes
1281,9808,3,3,1400,164,Yes,Yes
1282,8049,6,2,2107,198,Yes,Yes
1283,8800,2,3,1631,196,Yes,Yes
1284,9400,11,4,1697,160,No,Yes
1285,9638,6,4,1801,209,Yes,Yes
1286,6000,16,4,1014,180,Yes,Yes
1287,9790,13,3,2798,201,Yes,Yes
1288,36500,13,4,8444,303,Yes,Yes
1289,5664,4,2,1377,186,Yes,Yes
1290,11065,2,3,1922,233,Yes,Yes
1291,14112,13,3,2666,267,Yes,Yes
1292,1680,11,3,0,93,Yes,Yes
1293,6600,12,4,1278,190,Yes,Yes
1294,10140,10,4,1208,172,Yes,Yes
1295,8172,6,2,2180,218,Yes,Yes
1296,8400,12,3,2429,192,Yes,Yes
1297,8700,13,3,1394,172,Yes,Yes
1298,3675,2,2,1177,148,Yes,Yes
1299,63887,2,3,20933,464,Yes,Yes
1300,7500,5,3,1779,165,Yes,Yes
1301,10762,4,3,3136,217,Yes,Yes
1302,7500,16,3,1021,180,Yes,Yes
1303,10120,5,4,2121,175,Yes,Yes
1304,8688,2,3,2348,163,Yes,Yes
1305,3363,3,3,289,121,Yes,Yes
1306,13173,2,2,4027,216,Yes,Yes
1307,6955,2,2,2894,181,Yes,Yes
1308,8072,5,3,1963,188,Yes,Yes
1309,12000,2,2,5470,234,Yes,Yes
1310,7153,6,3,1944,174,Yes,Yes
1311,17500,3,3,5097,284,Yes,Yes
1312,8814,2,3,2275,202,Yes,Yes
1313,9572,6,4,1900,189,Yes,Yes
1314,14774,4,4,1875,241,Yes,Yes
1315,8190,15,3,1512,158,Yes,Yes
1316,11075,11,4,2473,235,Yes,Yes
1317,10226,2,3,1679,190,Yes,Yes
1318,4230,2,2,759,133,Yes,Yes
1319,14781,3,3,4650,266,Yes,Yes
1320,10215,15,3,1768,239,Yes,Yes
1321,8400,14,3,1416,211,Yes,Yes
1322,6627,16,2,1874,174,Yes,Yes
1323,10186,6,3,1730,216,Yes,Yes
1324,5330,16,2,2317,138,No,Yes
1325,9986,2,2,4511,153,Yes,Yes
1326,3636,16,2,495,117,No,Yes
1327,4270,2,3,549,130,No,Yes
1328,6600,2,3,1806,126,Yes,Yes
1329,10440,16,5,1750,200,Yes,Yes
1330,9084,4,3,1444,152,Yes,Yes
1331,10000,2,3,1616,238,Yes,Yes
1332,10780,10,3,1747,239,Yes,Yes
1333,8877,14,2,2605,170,Yes,Yes
1334,7200,5,2,3072,166,Yes,Yes
1335,2368,11,3,94,121,Yes,Yes
1336,9650,9,2,2739,191,Yes,Yes
1337,9246,10,4,1078,180,Yes,Yes
1338,4118,16,2,714,124,No,Yes
1339,13450,3,3,2564,223,Yes,Yes
1340,9560,11,3,2598,216,Yes,Yes
1341,8294,11,3,2341,188,Yes,Yes
1342,13695,3,3,2677,252,Yes,Yes
1343,9375,3,3,2772,206,Yes,Yes
1344,7558,16,3,2020,138,Yes,Yes
1345,11103,2,3,2060,200,Yes,Yes
1346,6000,16,2,1464,174,Yes,Yes
1347,20781,3,3,6219,317,Yes,Yes
1348,15306,2,3,2869,238,Yes,Yes
1349,16196,4,3,3234,252,Yes,Yes
1350,5250,7,4,362,179,No,Yes
1351,11643,11,6,827,192,Yes,Yes
1352,9247,13,4,1790,161,Yes,Yes
1353,6000,4,2,2562,143,Yes,Yes
1354,14720,5,4,3061,230,Yes,Yes
1355,10316,4,3,3087,165,Yes,Yes
1356,10192,6,4,2180,213,Yes,Yes
1357,9477,12,3,2607,224,Yes,Yes
1358,12537,2,3,3520,229,Yes,Yes
1359,2117,4,3,146,95,Yes,Yes
1360,16737,2,3,5174,213,Yes,Yes
1361,9842,4,4,1096,183,Yes,Yes
1362,16158,2,3,3248,195,Yes,Yes
1363,12513,2,4,1711,216,Yes,Yes
1364,8499,2,3,2499,176,Yes,Yes
1365,3180,2,2,516,101,Yes,Yes
1366,7500,4,3,2050,137,Yes,Yes
1367,9179,4,3,1350,216,Yes,Yes
1368,2665,9,4,213,90,Yes,Yes
1369,4435,3,1,4073,147,Yes,Yes
1370,10635,3,3,2893,216,Yes,Yes
1371,5400,16,2,1166,143,Yes,Yes
1372,9600,5,3,1662,222,Yes,Yes
1373,9750,4,3,1640,178,Yes,Yes
1374,11400,3,2,5333,221,Yes,Yes
1375,10625,2,3,1818,204,Yes,Yes
1376,10991,2,3,3175,206,Yes,Yes
1377,6292,16,2,2606,139,Yes,Yes
1378,10998,14,3,1968,179,Yes,Yes
1379,1953,10,2,72,94,Yes,Yes
1380,9735,2,3,2616,150,Yes,Yes
1381,8212,16,2,3614,202,Yes,Yes
1382,12925,11,4,2909,262,Yes,Yes
1383,7200,16,4,576,137,Yes,Yes
1384,25339,2,3,8063,355,Yes,Yes
1385,9060,16,2,3917,148,Yes,Yes
1386,5436,2,3,1293,117,Yes,Yes
1387,16692,9,5,1616,198,Yes,Yes
1388,8520,16,5,1260,222,Yes,Yes
1389,14892,2,3,2710,275,Yes,Yes
1390,6000,16,3,1001,150,Yes,Yes
1391,9100,4,3,1538,219,Yes,Yes
1392,8944,12,4,1693,229,Yes,Yes
1393,7838,12,3,2235,191,Yes,Yes
1394,10800,4,3,2026,169,Yes,Yes
1395,4045,2,2,1565,123,Yes,Yes
1396,12665,2,4,2679,250,Yes,Yes
1397,57200,16,3,18439,377,Yes,Yes
1398,6120,3,4,937,150,Yes,Yes
1399,7200,8,3,1249,177,Yes,Yes
1400,6171,6,3,1603,127,Yes,Yes
1401,6000,16,3,1026,173,Yes,Yes
1402,7415,3,3,2015,162,Yes,Yes
1403,6762,2,2,1761,147,Yes,Yes
1404,15256,2,3,4486,230,Yes,Yes
1405,10410,16,3,2980,196,Yes,Yes
1406,3842,2,2,761,148,Yes,Yes
1407,8445,2,2,3498,200,Yes,Yes
1408,8780,7,3,2379,210,No,Yes
1409,7740,16,3,1307,201,Yes,Yes
1410,20544,6,3,6431,234,Yes,Yes
1411,12420,3,3,2327,259,Yes,Yes
1412,9600,2,3,2536,175,Yes,Yes
1413,7200,16,2,3112,157,Yes,Yes
1414,10994,2,2,3053,171,Yes,Yes
1415,13053,4,4,1691,250,Yes,Yes
1416,3635,2,1,1961,97,Yes,Yes
1417,11340,16,4,2123,218,Yes,Yes
1418,16545,4,3,5086,297,Yes,Yes
1419,9204,13,3,2810,147,Yes,Yes
1420,16381,11,3,3066,220,Yes,Yes
1421,11700,12,3,3515,209,Yes,Yes
1422,4043,9,2,1647,104,Yes,Yes
1423,4435,3,1,3861,118,Yes,Yes
1424,19690,12,4,2846,300,Yes,Yes
1425,9503,8,2,2786,220,Yes,Yes
1426,10721,14,3,3211,194,Yes,Yes
1427,10944,5,3,3094,162,Yes,Yes
1428,10930,16,3,3350,221,Yes,Yes
1429,7200,6,2,2039,146,Yes,Yes
1430,12546,8,3,2448,228,Yes,Yes
1431,21930,2,4,3173,289,Yes,Yes
1432,4928,10,2,945,115,Yes,Yes
1433,10800,2,4,1483,178,Yes,Yes
1434,10261,4,3,2812,177,Yes,Yes
1435,17400,9,3,3246,255,Yes,Yes
1436,8400,2,3,1501,166,Yes,Yes
1437,9000,11,3,1466,204,Yes,Yes
1438,12444,2,2,5991,192,Yes,Yes
1439,7407,5,2,3225,208,Yes,Yes
1440,11584,9,3,3556,165,Yes,Yes
1441,11526,5,3,2047,166,Yes,Yes
1442,4426,3,1,4171,106,Yes,Yes
1443,11003,2,3,1953,209,Yes,Yes
1444,8854,16,2,2527,157,Yes,Yes
1445,8500,3,3,2204,182,Yes,Yes
1446,8400,12,3,1232,145,Yes,Yes
1447,26142,13,3,5268,349,Yes,Yes
1448,10000,5,3,1525,181,Yes,Yes
1449,11767,4,2,5470,246,Yes,Yes
1450,1533,11,1,445,69,No,Yes
1451,9000,10,4,971,207,No,Yes
1452,9262,1,3,1529,181,Yes,Yes
1453,3675,2,2,1462,137,Yes,Yes
1454,17217,2,3,4981,289,No,Yes
1455,7500,2,2,3342,140,Yes,Yes
1456,7917,4,3,2360,170,Yes,Yes
1457,13175,7,3,2290,251,Yes,Yes
1458,9042,2,4,1727,218,Yes,Yes
1459,9717,5,2,4474,191,Yes,Yes
1460,9937,12,3,2789,224,Yes,Yes
